index,Season,sqrt_distance,outcome,Seed,TeamID,Year,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,WPF,RegularSeasonW,RegularSeasonL
49,2003,0.726475519,L,6,1329,2003,68.72413793,24.65517241,44.62068966,21,10.48275862,14.31034483,20.55172414,14.37931034,20.5862069,16.4137931,13.10344828,11.20689655,6.103448276,15.68965517,NA,NA
50,2003,0.726475519,W,6,1329,2003,68.72413793,24.65517241,44.62068966,21,10.48275862,14.31034483,20.55172414,14.37931034,20.5862069,16.4137931,13.10344828,11.20689655,6.103448276,15.68965517,NA,NA
51,2003,0.338027935,L,9,1345,2003,71.75,23.75,42.42857143,22.67857143,11.60714286,18.60714286,23.25,14.57142857,20.17857143,16.28571429,11.64285714,10.14285714,4.642857143,13.14285714,NA,NA
52,2003,0.338027935,W,9,1345,2003,71.75,23.75,42.42857143,22.67857143,11.60714286,18.60714286,23.25,14.57142857,20.17857143,16.28571429,11.64285714,10.14285714,4.642857143,13.14285714,NA,NA
53,2003,0.753603674,L,9,1428,2003,66.73333333,23.16666667,43.23333333,18.06666667,15.23333333,16.36666667,17.6,10.86666667,20.83333333,15.03333333,12.6,6.6,4.366666667,15.03333333,NA,NA
54,2003,0.753603674,W,9,1428,2003,66.73333333,23.16666667,43.23333333,18.06666667,15.23333333,16.36666667,17.6,10.86666667,20.83333333,15.03333333,12.6,6.6,4.366666667,15.03333333,NA,NA
55,2003,0.856224419,L,16,1436,2003,67.79310345,24.82758621,43.86206897,23.17241379,11.24137931,15.31034483,17.20689655,14.51724138,22.13793103,18.24137931,12.75862069,9.862068966,4.275862069,10.93103448,NA,NA
56,2003,0.469824561,L,12,1451,2003,74.20689655,24.62068966,48.68965517,12.65517241,16.44827586,19.55172414,25.03448276,11.20689655,21.51724138,15.31034483,12.24137931,8,1.344827586,16.48275862,NA,NA
57,2003,0.389381636,L,1,1112,2003,85.21428571,30.32142857,60.85714286,14.14285714,17.89285714,18.82142857,24.17857143,15.67857143,27.07142857,18.75,14.60714286,9.107142857,4.714285714,16.03571429,NA,NA
58,2003,0.499300349,W,1,1112,2003,85.21428571,30.32142857,60.85714286,14.14285714,17.89285714,18.82142857,24.17857143,15.67857143,27.07142857,18.75,14.60714286,9.107142857,4.714285714,16.03571429,NA,NA
59,2003,0.389381636,W,1,1112,2003,85.21428571,30.32142857,60.85714286,14.14285714,17.89285714,18.82142857,24.17857143,15.67857143,27.07142857,18.75,14.60714286,9.107142857,4.714285714,16.03571429,NA,NA
60,2003,0.721370605,L,8,1143,2003,74.48275862,27.34482759,48.55172414,21.93103448,13.44827586,16.4137931,18,11.68965517,22.4137931,17.68965517,14.37931034,8.689655172,3.655172414,12.48275862,NA,NA
61,2003,0.721370605,W,8,1143,2003,74.48275862,27.34482759,48.55172414,21.93103448,13.44827586,16.4137931,18,11.68965517,22.4137931,17.68965517,14.37931034,8.689655172,3.655172414,12.48275862,NA,NA
62,2003,0.72261566,L,8,1153,2003,67.32142857,22.89285714,42.46428571,26.35714286,14.28571429,17.85714286,19.46428571,14.21428571,19.96428571,16.46428571,10.53571429,7.607142857,4.285714286,12.28571429,NA,NA
63,2003,0.652448598,L,5,1163,2003,80.03333333,29.53333333,52.16666667,22.43333333,12.13333333,16.2,20.03333333,16.36666667,24.76666667,19.23333333,14.23333333,9.666666667,7.366666667,14.26666667,NA,NA
64,2003,0.932071613,W,5,1163,2003,80.03333333,29.53333333,52.16666667,22.43333333,12.13333333,16.2,20.03333333,16.36666667,24.76666667,19.23333333,14.23333333,9.666666667,7.366666667,14.26666667,NA,NA
65,2003,0.898015747,L,3,1181,2003,81.96666667,27.36666667,52.73333333,18.5,16.93333333,21.93333333,26.4,15.5,22.36666667,15.36666667,13.5,9.966666667,5.9,16.56666667,NA,NA
66,2003,0.824247984,W,3,1181,2003,81.96666667,27.36666667,52.73333333,18.5,16.93333333,21.93333333,26.4,15.5,22.36666667,15.36666667,13.5,9.966666667,5.9,16.56666667,NA,NA
67,2003,0.342431437,L,4,1257,2003,81.83333333,27.96666667,53.76666667,18.86666667,20.33333333,18.2,23.03333333,16.3,23.2,18.2,13.53333333,8.933333333,4.766666667,18.1,NA,NA
68,2003,0.342431437,W,4,1257,2003,81.83333333,27.96666667,53.76666667,18.86666667,20.33333333,18.2,23.03333333,16.3,23.2,18.2,13.53333333,8.933333333,4.766666667,18.1,NA,NA
69,2003,0.315088659,L,11,1335,2003,70.18518519,24,45.33333333,17.66666667,19.03703704,14.85185185,17.77777778,10.85185185,22.18518519,16.81481481,12.11111111,8.62962963,3.111111111,14.51851852,NA,NA
70,2003,0.693558053,L,2,1338,2003,74.6,26.86666667,49.3,12.93333333,15.5,15.6,21.73333333,12.8,23.66666667,19.06666667,14.93333333,8.966666667,4.7,15.7,NA,NA
71,2003,0.574633584,W,2,1338,2003,74.6,26.86666667,49.3,12.93333333,15.5,15.6,21.73333333,12.8,23.66666667,19.06666667,14.93333333,8.966666667,4.7,15.7,NA,NA
72,2003,0.645368267,L,13,1360,2003,74.67857143,25.21428571,41.46428571,25.28571429,12.71428571,19.32142857,22.53571429,16.64285714,21.42857143,20.14285714,16.42857143,10.71428571,4.321428571,12.82142857,NA,NA
73,2003,0.578962661,L,7,1386,2003,70.62068966,24.24137931,47.51724138,18.48275862,19.03448276,15.75862069,19.10344828,12.75862069,21.62068966,16.72413793,12.51724138,8.517241379,5.689655172,15.44827586,NA,NA
74,2003,0.755324686,L,13,1409,2003,73.51612903,26.38709677,47.58064516,21.90322581,14.25806452,16.61290323,17.96774194,12.4516129,22.83870968,17.48387097,13.06451613,10.5483871,5.838709677,12.77419355,NA,NA
75,2003,0.755324686,W,13,1409,2003,73.51612903,26.38709677,47.58064516,21.90322581,14.25806452,16.61290323,17.96774194,12.4516129,22.83870968,17.48387097,13.06451613,10.5483871,5.838709677,12.77419355,NA,NA
76,2003,0.615747534,L,15,1429,2003,65.96666667,23.7,43.86666667,17.03333333,9.833333333,14.03333333,18.83333333,14.03333333,20.33333333,16.63333333,11.03333333,7.5,3.2,11.6,NA,NA
77,2003,0.818410804,L,4,1173,2003,72.79310345,24.48275862,48.37931034,16.68965517,18.48275862,18.03448276,21.79310345,13.93103448,22.03448276,16.37931034,13.37931034,6.620689655,3.448275862,14.44827586,NA,NA
78,2003,0.194819031,L,4,1228,2003,75.43333333,27.1,49.26666667,17.16666667,17.2,15.63333333,18.1,11.56666667,21.93333333,20.53333333,13.33333333,8.633333333,3.366666667,15.23333333,NA,NA
79,2003,0.194819031,W,4,1228,2003,75.43333333,27.1,49.26666667,17.16666667,17.2,15.63333333,18.1,11.56666667,21.93333333,20.53333333,13.33333333,8.633333333,3.366666667,15.23333333,NA,NA
80,2003,0.595964589,L,6,1268,2003,80.78571429,29.42857143,50.39285714,26.82142857,13,17.25,19.82142857,14.64285714,23.32142857,21.78571429,14.64285714,12.78571429,7.392857143,13.89285714,NA,NA
81,2003,0.429393462,W,6,1268,2003,80.78571429,29.42857143,50.39285714,26.82142857,13,17.25,19.82142857,14.64285714,23.32142857,21.78571429,14.64285714,12.78571429,7.392857143,13.89285714,NA,NA
82,2003,0.897459459,L,8,1332,2003,82.21875,28.59375,51.625,23.90625,18.25,19.125,19.59375,13.25,21.53125,19.34375,14.46875,10.9375,4.09375,15.40625,NA,NA
83,2003,0.254798143,L,11,1356,2003,74.53333333,27.36666667,50.56666667,17.2,13,15.9,18.06666667,11.3,20.96666667,15.16666667,12.03333333,9.866666667,3.6,15.53333333,NA,NA
84,2003,0.31635408,W,3,1393,2003,80.10344828,29.24137931,55.17241379,15.75862069,13.5862069,16.65517241,22.13793103,15,26.20689655,17.51724138,12.44827586,9.724137931,7.137931034,15.10344828,NA,NA
85,2003,0.216203393,W,3,1393,2003,80.10344828,29.24137931,55.17241379,15.75862069,13.5862069,16.65517241,22.13793103,15,26.20689655,17.51724138,12.44827586,9.724137931,7.137931034,15.10344828,NA,NA
86,2003,0.665783807,W,3,1393,2003,80.10344828,29.24137931,55.17241379,15.75862069,13.5862069,16.65517241,22.13793103,15,26.20689655,17.51724138,12.44827586,9.724137931,7.137931034,15.10344828,NA,NA
87,2003,0.558413654,L,7,1231,2003,70.53125,23.4375,43.28125,24.71875,16.15625,19.03125,20.46875,14.5625,21.40625,17.53125,11.0625,7.875,5.15625,12.0625,NA,NA
88,2003,0.558413654,W,7,1231,2003,70.53125,23.4375,43.28125,24.71875,16.15625,19.03125,20.46875,14.5625,21.40625,17.53125,11.0625,7.875,5.15625,12.0625,NA,NA
89,2003,0.608404317,L,1,1246,2003,77.53125,28.46875,54.9375,11.375,15.21875,15.34375,20.3125,13.15625,23.40625,16.875,14.15625,8.5,5.28125,16.0625,NA,NA
90,2003,0.361722253,W,1,1246,2003,77.53125,28.46875,54.9375,11.375,15.21875,15.34375,20.3125,13.15625,23.40625,16.875,14.15625,8.5,5.28125,16.0625,NA,NA
91,2003,0.608404317,W,1,1246,2003,77.53125,28.46875,54.9375,11.375,15.21875,15.34375,20.3125,13.15625,23.40625,16.875,14.15625,8.5,5.28125,16.0625,NA,NA
92,2003,0.254405843,L,14,1264,2003,76.17241379,25.93103448,50.06896552,17.17241379,13,19.89655172,22.86206897,12.82758621,21.55172414,15.27586207,13.68965517,10.48275862,5.137931034,17.62068966,NA,NA
93,2003,0.213881055,L,5,1280,2003,70.16666667,26.33333333,46.03333333,20.5,12.16666667,15.03333333,16.36666667,12.9,22.26666667,16.9,14.8,11.06666667,5.1,11.46666667,NA,NA
94,2003,0.446945509,L,14,1407,2003,79.36666667,28.23333333,58.03333333,19.63333333,24.66666667,17,18.46666667,14.96666667,24,16.46666667,13.73333333,10.3,5.866666667,13.76666667,NA,NA
95,2003,0.585652127,L,14,1221,2003,69.34482759,24.20689655,47.96551724,12.17241379,12.86206897,16.37931034,21.34482759,13.13793103,23,16.5862069,13.44827586,8.965517241,5.068965517,16.24137931,NA,NA
96,2003,0.492857494,L,11,1423,2003,71.36666667,26.03333333,49.93333333,16.73333333,15.56666667,14.93333333,17.43333333,10.76666667,20.9,15.9,11.2,10.36666667,3.266666667,14.26666667,NA,NA
97,2003,0.271498704,L,13,1443,2003,73.09677419,25.70967742,47,20.77419355,16.5483871,19.25806452,19.87096774,12.09677419,21.03225806,15.61290323,14.70967742,9.806451613,4.225806452,14.61290323,NA,NA
98,2003,0.59763818,L,15,1447,2003,75.5483871,27.22580645,45.74193548,25.51612903,13.41935484,17.35483871,17.48387097,12.93548387,20.61290323,17.48387097,14.83870968,10.70967742,3.967741935,11.93548387,NA,NA
99,2003,0.299153153,L,12,1454,2003,77.1,27.26666667,49.16666667,20.66666667,18.13333333,17.4,20.5,12.66666667,20.7,18.5,15.43333333,10,4.4,16.26666667,NA,NA
100,2003,0.460809273,L,2,1448,2003,78.4137931,26.13793103,50.68965517,15.65517241,15.44827586,20.13793103,25.65517241,16.03448276,26.03448276,16.37931034,14.72413793,7.517241379,4.689655172,15.27586207,NA,NA
101,2003,0.460809273,W,2,1448,2003,78.4137931,26.13793103,50.68965517,15.65517241,15.44827586,20.13793103,25.65517241,16.03448276,26.03448276,16.37931034,14.72413793,7.517241379,4.689655172,15.27586207,NA,NA
102,2003,0.765960812,L,15,1358,2003,71.77777778,24.2962963,45.85185185,17.51851852,14.55555556,19.44444444,22.22222222,12.37037037,22.85185185,18.48148148,14,10.74074074,5.814814815,15.66666667,NA,NA
103,2003,0.308035934,L,6,1421,2003,71.20689655,24.37931034,38.10344828,33.96551724,11.10344828,18.4137931,18.4137931,15.86206897,18.5862069,18.65517241,12.4137931,13.37931034,4.793103448,9.482758621,NA,NA
104,2003,0.366658797,W,6,1421,2003,71.20689655,24.37931034,38.10344828,33.96551724,11.10344828,18.4137931,18.4137931,15.86206897,18.5862069,18.65517241,12.4137931,13.37931034,4.793103448,9.482758621,NA,NA
105,2003,0.595293835,L,6,1411,2003,72.8,24.73333333,41.7,26.53333333,12.83333333,20.06666667,24.26666667,16.33333333,22.5,17.36666667,14.9,8.966666667,4.133333333,12.2,NA,NA
106,2003,0.473213781,L,15,1190,2003,79.7037037,28.07407407,47.59259259,27.25925926,10.33333333,19.96296296,22.96296296,15.88888889,21.40740741,17.14814815,16.48148148,13.44444444,8.148148148,13.33333333,NA,NA
107,2003,0.586504233,L,16,1354,2003,72.8,24.8,42.96666667,22.23333333,11.7,17.9,22.83333333,16.5,22,14.66666667,15.16666667,12.43333333,4.866666667,13.73333333,NA,NA
108,2004,0.572544,L,8,1104,2004,72.20689655,24.89655172,42.03448276,26.75862069,13.51724138,18.51724138,19.89655172,13.72413793,19.5862069,16.17241379,11.96551724,10.03448276,3.965517241,11.65517241,NA,NA
109,2004,0.55464479,W,8,1104,2004,72.20689655,24.89655172,42.03448276,26.75862069,13.51724138,18.51724138,19.89655172,13.72413793,19.5862069,16.17241379,11.96551724,10.03448276,3.965517241,11.65517241,NA,NA
110,2004,0.572544,W,8,1104,2004,72.20689655,24.89655172,42.03448276,26.75862069,13.51724138,18.51724138,19.89655172,13.72413793,19.5862069,16.17241379,11.96551724,10.03448276,3.965517241,11.65517241,NA,NA
111,2004,0.54152387,L,7,1272,2004,73.57142857,24.75,49.57142857,21.35714286,19.67857143,18.46428571,20.85714286,15.78571429,23.03571429,17.57142857,11.64285714,9.75,5.571428571,13.42857143,NA,NA
112,2004,0.54152387,W,7,1272,2004,73.57142857,24.75,49.57142857,21.35714286,19.67857143,18.46428571,20.85714286,15.78571429,23.03571429,17.57142857,11.64285714,9.75,5.571428571,13.42857143,NA,NA
113,2004,0.55464479,L,3,1400,2004,77.13333333,27.6,53.5,20.36666667,15.63333333,17.5,20.73333333,16.63333333,23.7,15.43333333,12.56666667,8.366666667,4.366666667,15.13333333,NA,NA
114,2004,0.544466957,W,3,1400,2004,77.13333333,27.6,53.5,20.36666667,15.63333333,17.5,20.73333333,16.63333333,23.7,15.43333333,12.56666667,8.366666667,4.366666667,15.13333333,NA,NA
115,2004,0.55680155,L,6,1458,2004,68.63333333,23.73333333,46.56666667,15.2,15.1,16.7,20.56666667,12.23333333,20.13333333,14.83333333,9.8,8.366666667,3.233333333,12.16666667,NA,NA
116,2004,0.55680155,W,6,1458,2004,68.63333333,23.73333333,46.56666667,15.2,15.1,16.7,20.56666667,12.23333333,20.13333333,14.83333333,9.8,8.366666667,3.233333333,12.16666667,NA,NA
117,2004,0.867005169,L,15,1186,2004,70.25,24.75,39.07142857,26.60714286,11.60714286,17.60714286,18.14285714,12.14285714,16.64285714,18.14285714,13.92857143,11.46428571,3.285714286,11.53571429,NA,NA
118,2004,0.727574575,L,6,1314,2004,83.07142857,29.64285714,50.35714286,28.25,13.39285714,20.10714286,22.89285714,16.78571429,22.17857143,20.5,15.96428571,12.07142857,5.928571429,12.85714286,NA,NA
119,2004,0.727574575,W,6,1314,2004,83.07142857,29.64285714,50.35714286,28.25,13.39285714,20.10714286,22.89285714,16.78571429,22.17857143,20.5,15.96428571,12.07142857,5.928571429,12.85714286,NA,NA
120,2004,0.928421047,L,1,1390,2004,73.93333333,26.53333333,53.4,7.333333333,13.56666667,16.36666667,20.83333333,10.73333333,24.93333333,16.66666667,13.8,6.8,4.466666667,16.6,NA,NA
121,2004,0.928421047,W,1,1390,2004,73.93333333,26.53333333,53.4,7.333333333,13.56666667,16.36666667,20.83333333,10.73333333,24.93333333,16.66666667,13.8,6.8,4.466666667,16.6,NA,NA
122,2004,0.386549732,L,7,1462,2004,70.42424242,24.54545455,45.15151515,22.6969697,15.84848485,16.96969697,18.39393939,13.42424242,21.6969697,15.96969697,11.54545455,9.363636364,3.636363636,11.39393939,NA,NA
123,2004,0.542813434,W,7,1462,2004,70.42424242,24.54545455,45.15151515,22.6969697,15.84848485,16.96969697,18.39393939,13.42424242,21.6969697,15.96969697,11.54545455,9.363636364,3.636363636,11.39393939,NA,NA
124,2004,0.386549732,W,7,1462,2004,70.42424242,24.54545455,45.15151515,22.6969697,15.84848485,16.96969697,18.39393939,13.42424242,21.6969697,15.96969697,11.54545455,9.363636364,3.636363636,11.39393939,NA,NA
125,2004,0.746412381,L,5,1196,2004,76.96666667,26.93333333,45.03333333,23.86666667,17.3,17,18,13.56666667,20.83333333,19.16666667,14.06666667,9.633333333,4.1,12.93333333,NA,NA
126,2004,0.303791463,L,4,1242,2004,74.85714286,26.92857143,48.57142857,20.42857143,13.71428571,16.57142857,19.67857143,14,22.89285714,20.57142857,13.71428571,9.571428571,5.5,15.60714286,NA,NA
127,2004,0.113949193,W,4,1242,2004,74.85714286,26.92857143,48.57142857,20.42857143,13.71428571,16.57142857,19.67857143,14,22.89285714,20.57142857,13.71428571,9.571428571,5.5,15.60714286,NA,NA
128,2004,0.303791463,W,4,1242,2004,74.85714286,26.92857143,48.57142857,20.42857143,13.71428571,16.57142857,19.67857143,14,22.89285714,20.57142857,13.71428571,9.571428571,5.5,15.60714286,NA,NA
129,2004,0.831486834,L,12,1140,2004,72.18518519,25.18518519,43.74074074,18.40740741,12.85185185,17.03703704,21.2962963,12,20.07407407,17.55555556,13.11111111,9.592592593,3.962962963,14.81481481,NA,NA
130,2004,0.9481146,L,9,1150,2004,79.34482759,27.13793103,50.48275862,22.17241379,18.4137931,18.96551724,24.27586207,18,22.89655172,19.68965517,14.51724138,10.86206897,4.310344828,14.06896552,NA,NA
